time,kw
769,11663.0
770,11643.0
771,11754.0
772,11739.0
773,11703.0
774,11766.0
775,11995.0
776,11984.0
777,11942.0
778,11936.0
779,11893.0
780,11960.0
781,11719.0
782,11727.0
783,11776.0
784,11601.0
785,11419.0
786,11463.0
787,11693.0
788,11701.0
789,11445.0
790,11488.0
791,11556.0
792,11542.0
793,11512.0
794,11479.0
795,11493.0
796,11482.0
797,11521.0
798,11467.0
799,12089.0
800,12104.0
801,11938.0
802,11957.0
803,11967.0
804,12066.0
805,12028.0
806,12013.0
807,13154.0
808,11396.0
809,16933.0
810,23504.0
811,23553.0
812,23594.0
813,23613.0
814,26743.0
815,26639.0
816,26698.0
817,26723.0
818,26847.0
819,26787.0
820,26812.0
821,26950.0
822,26873.0
823,26944.0
824,27042.0
825,26872.0
826,26947.0
827,27059.0
828,26925.0
829,26888.0
830,26722.0
831,26622.0
832,26635.0
833,26589.0
834,26581.0
835,26609.0
836,26624.0
837,26603.0
838,26728.0
839,26743.0
840,26765.0
841,26723.0
842,26787.0
843,26820.0
844,26802.0
845,26866.0
846,26934.0
847,26997.0
848,27074.0
849,27010.0
850,27058.0
851,26872.0
852,26799.0
853,26661.0
854,26751.0
855,26782.0
856,26751.0
857,26824.0
858,26642.0
859,26799.0
860,26851.0
861,26756.0
862,26887.0
863,26886.0
864,26969.0
865,26943.0
866,26982.0
867,26822.0
868,26921.0
869,26870.0
870,26965.0
871,26895.0
872,26795.0
873,26638.0
874,26538.0
875,26343.0
876,26252.0
877,26073.0
878,26003.0
879,25996.0
880,25876.0
881,26021.0
882,26124.0
883,26237.0
884,26267.0
885,26255.0
886,26184.0
887,26222.0
888,26161.0
889,26267.0
890,26323.0
891,26278.0
892,26074.0
893,25995.0
894,26159.0
895,26150.0
896,26162.0
897,26037.0
898,25897.0
899,25832.0
900,25808.0
901,25666.0
902,25782.0
903,25613.0
904,25818.0
905,25940.0
906,25972.0
907,26163.0
908,25989.0
909,25853.0
910,26153.0
911,26229.0
912,26060.0
913,26229.0
914,26267.0
915,26343.0
916,26416.0
917,26324.0
918,26285.0
919,26406.0
920,26520.0
921,26669.0
922,26681.0
923,26787.0
924,26767.0
925,26705.0
926,26908.0
927,26904.0
928,26689.0
929,26868.0
930,26737.0
931,26964.0
932,26978.0
933,26917.0
934,26923.0
935,26904.0
936,26981.0
937,27025.0
938,27040.0
939,26995.0
940,27040.0
941,26963.0
942,27096.0
943,27010.0
944,27042.0
945,27007.0
946,27042.0
947,27031.0
948,27078.0
949,26996.0
950,27071.0
951,29989.0
952,33054.0
953,41833.0
954,41670.0
955,41714.0
956,41524.0
957,43280.0
958,43320.0
959,43607.0
960,43601.0
961,44083.0
962,44800.0
963,45174.0
964,45515.0
965,45779.0
966,45588.0
967,45768.0
968,36803.0
969,36717.0
970,36625.0
971,37151.0
972,36938.0
973,37004.0
974,37043.0
975,36678.0
976,37241.0
977,37118.0
978,37148.0
979,37120.0
980,36954.0
981,37219.0
982,37507.0
983,37501.0
984,37650.0
985,37739.0
986,37551.0
987,37574.0
988,37810.0
989,37657.0
990,37645.0
991,37565.0
992,37500.0
993,37718.0
994,37766.0
995,37691.0
996,37492.0
997,37281.0
998,36558.0
999,36611.0
1000,36314.0
1001,36407.0
1002,36919.0
1003,36550.0
1004,36752.0
1005,36896.0
1006,36729.0
1007,37144.0
1008,37026.0
1009,36864.0
1010,36799.0
1011,36908.0
1012,36860.0
1013,36691.0
1014,36664.0
1015,36936.0
1016,36502.0
1017,36775.0
1018,37048.0
1019,36962.0
1020,36984.0
1021,36938.0
1022,37270.0
1023,35960.0
1024,36643.0
1025,36965.0
1026,38077.0
1027,38504.0
1028,39446.0
1029,39335.0
1030,39410.0
1031,39147.0
1032,39015.0
1033,39191.0
1034,38901.0
1035,39151.0
1036,39147.0
1037,39338.0
1038,39331.0
1039,39249.0
1040,39261.0
1041,39020.0
1042,39287.0
1043,39389.0
1044,38800.0
1045,38759.0
1046,38213.0
1047,37902.0
1048,37992.0
1049,38065.0
1050,38077.0
