time,mw,u
740,1.7,1.0
741,1.8,1.0
742,1.9,1.66666666667
743,1.8,1.0
744,2.5,1.0
745,1.9,5.0
746,1.8,5.0
747,2.2,5.0
748,3.8,6.33333333333
749,4.4,5.33333333333
750,3.9,10.3333333333
751,5.0,13.0
752,7.6,12.3333333333
753,8.3,11.0
754,7.5,12.0
755,7.8,14.0
756,7.9,11.3333333333
757,7.4,9.33333333333
758,7.5,10.6666666667
759,7.6,12.3333333333
760,7.8,11.3333333333
761,7.7,8.66666666667
762,8.0,9.0
763,7.7,6.66666666667
764,7.5,9.66666666667
765,7.0,7.33333333333
766,6.7,7.33333333333
767,5.6,8.33333333333
768,5.7,7.0
769,5.1,5.66666666667
770,4.0,5.66666666667
771,4.1,5.33333333333
772,2.6,4.66666666667
773,1.5,3.0
774,1.2,2.0
775,0.9,1.66666666667
776,0.9,6.33333333333
777,0.7,6.0
778,0.7,3.33333333333
779,0.5,2.66666666667
780,0.0,2.0
781,0.1,5.0
782,0.0,1.0
783,0.0,1.66666666667
784,0.1,3.0
785,0.0,2.66666666667
786,0.4,5.33333333333
787,0.7,5.66666666667
788,1.2,6.66666666667
789,1.1,8.33333333333
790,1.2,9.33333333333
791,1.1,11.3333333333
792,1.9,11.0
793,3.5,13.6666666667
794,5.1,9.33333333333
795,5.2,9.33333333333
796,3.7,9.0
797,4.0,10.3333333333
798,4.3,12.3333333333
799,4.9,12.6666666667
800,6.1,13.6666666667
801,6.8,13.6666666667
802,6.9,14.0
803,7.0,12.0
804,8.0,11.6666666667
805,8.0,15.3333333333
806,8.3,12.3333333333
807,8.3,15.3333333333
808,8.0,13.6666666667
809,8.0,13.6666666667
810,8.4,15.0
811,7.6,15.6666666667
812,7.0,13.0
813,8.6,13.0
814,8.1,8.33333333333
815,8.4,8.0
816,7.3,7.0
817,6.7,6.0
818,6.3,7.0
819,6.8,5.0
820,3.6,4.66666666667
821,4.0,3.66666666667
822,2.4,7.33333333333
823,2.0,11.0
824,5.2,13.6666666667
825,4.5,15.6666666667
826,7.7,11.6666666667
827,8.2,10.3333333333
828,7.9,15.0
829,8.1,11.3333333333
830,8.4,12.6666666667
831,7.8,12.6666666667
832,7.6,10.6666666667
833,6.8,8.0
834,5.6,8.33333333333
835,4.6,7.66666666667
836,5.9,6.66666666667
837,5.0,6.66666666667
838,5.2,5.66666666667
839,4.5,2.5
840,3.8,0.0
841,2.1,0.0
842,1.0,0.0
843,0.4,0.0
844,0.1,0.0
845,0.1,0.0
846,0.0,0.0
847,0.0,0.0
848,0.0,2.66666666667
849,0.0,6.33333333333
850,0.0,2.66666666667
851,0.0,2.66666666667
852,0.1,4.33333333333
853,0.0,6.33333333333
854,0.0,7.0
855,0.4,6.66666666667
856,0.3,6.66666666667
857,0.5,6.0
858,0.7,4.33333333333
859,0.1,0.0
860,0.0,2.66666666667
861,0.0,5.33333333333
862,0.0,5.33333333333
863,0.2,1.5
864,0.3,1.0
865,0.2,1.0
866,0.3,0.0
867,0.2,0.0
868,0.3,0.0
869,1.6,0.0
870,1.9,0.0
871,2.0,0.0
872,1.4,0.0
873,0.2,0.0
874,0.1,2.66666666667
875,0.0,5.0
876,0.0,6.0
877,0.0,4.66666666667
878,0.1,3.66666666667
879,0.1,4.66666666667
880,0.1,6.0
881,0.0,6.66666666667
882,0.0,7.33333333333
883,0.7,8.66666666667
884,0.5,7.66666666667
885,1.1,5.33333333333
886,1.3,7.66666666667
887,1.4,8.5
888,1.4,7.33333333333
889,2.1,7.33333333333
890,1.9,7.66666666667
891,1.2,7.0
892,1.0,5.66666666667
893,1.4,5.0
894,1.1,5.66666666667
895,1.1,4.33333333333
896,1.4,5.66666666667
897,1.0,4.33333333333
898,0.5,6.66666666667
899,0.9,7.66666666667
900,1.3,7.0
901,1.9,6.66666666667
902,2.5,7.0
903,3.1,7.66666666667
904,2.5,6.66666666667
905,3.1,4.33333333333
906,3.0,5.0
907,2.7,0.0
908,3.6,0.0
909,3.6,0.0
910,2.7,0.0
911,1.6,0.0
912,1.0,0.0
913,0.7,0.0
914,0.4,0.0
915,0.0,0.0
916,0.1,0.0
917,0.0,1.66666666667
918,0.0,6.0
919,0.0,4.66666666667
920,0.3,6.0
921,0.4,7.66666666667
922,0.1,6.66666666667
923,0.1,7.66666666667
924,0.1,7.66666666667
925,0.7,6.66666666667
926,0.6,6.66666666667
927,0.5,6.0
928,0.5,3.33333333333
929,0.1,7.66666666667
930,0.6,6.66666666667
931,1.5,7.66666666667
932,1.3,8.0
933,2.7,9.33333333333
934,2.7,10.6666666667
935,5.3,12.0
936,7.4,10.6666666667
937,7.7,15.3333333333
938,6.4,14.0
939,6.3,14.3333333333
940,7.2,13.0
941,6.8,9.66666666667
942,8.0,8.33333333333
943,6.6,6.33333333333
944,6.2,5.0
945,5.4,2.66666666667
946,2.0,3.66666666667
947,0.4,5.66666666667
948,0.3,9.66666666667
949,2.0,10.0
950,4.1,9.0
951,2.1,10.0
952,1.9,13.6666666667
953,3.1,12.3333333333
954,3.8,11.3333333333
955,4.2,9.33333333333
956,4.1,12.0
957,3.6,8.66666666667
958,3.1,8.66666666667
959,3.1,9.5
960,2.5,11.3333333333
961,2.7,11.3333333333
962,4.2,12.6666666667
963,4.3,16.6666666667
964,5.4,14.6666666667
965,7.1,12.6666666667
966,5.7,11.3333333333
967,3.2,11.6666666667
968,3.7,12.3333333333
969,4.0,13.0
970,4.3,11.6666666667
971,3.6,13.0
972,3.2,14.6666666667
973,3.8,13.0
974,4.8,13.6666666667
975,3.5,10.0
976,3.5,12.0
977,2.9,13.0
978,2.0,10.0
979,2.8,8.66666666667
980,2.1,10.0
981,2.2,11.0
982,2.4,10.0
983,2.5,9.875
984,2.0,8.0
985,2.4,7.0
986,3.0,7.33333333333
987,2.4,9.0
988,1.8,7.0
989,1.4,7.66666666667
990,1.2,7.66666666667
991,1.5,7.0
992,1.7,6.33333333333
993,0.9,6.33333333333
994,1.0,7.33333333333
995,1.2,6.33333333333
996,1.4,9.33333333333
997,1.2,6.33333333333
998,1.3,6.0
999,1.0,6.0
1000,0.6,7.0
1001,1.2,5.66666666667
1002,2.0,4.33333333333
1003,2.9,4.66666666667
1004,2.0,1.0
1005,2.8,3.0
1006,2.4,3.0
1007,3.6,0.75
1008,4.2,0.0
1009,4.9,0.0
1010,4.7,1.0
1011,3.7,1.0
1012,1.9,2.0
1013,1.6,1.0
1014,1.4,1.66666666667
1015,3.3,6.33333333333
1016,2.9,8.0
1017,4.1,9.33333333333
1018,3.9,9.33333333333
1019,3.3,7.66666666667
1020,2.0,11.0
1021,1.3,12.0
1022,1.9,9.66666666667
1023,1.9,8.0
1024,1.6,8.33333333333
1025,1.6,6.66666666667
1026,1.0,6.33333333333
1027,2.0,7.33333333333
1028,2.9,6.66666666667
1029,3.6,5.66666666667
1030,4.8,4.33333333333
1031,6.0,4.33333333333
1032,5.5,6.66666666667
1033,4.9,6.66666666667
1034,6.3,6.66666666667
1035,6.7,6.33333333333
1036,6.1,6.33333333333
1037,5.0,6.0
1038,4.5,8.0
1039,3.9,7.33333333333
1040,4.5,7.0
1041,5.0,8.0
1042,3.0,7.0
1043,1.2,5.66666666667
1044,1.2,6.0
1045,0.1,3.33333333333
1046,0.3,8.66666666667
1047,0.0,7.66666666667
1048,0.8,7.33333333333
1049,1.2,6.66666666667
1050,1.0,3.66666666667
1051,1.2,3.66666666667
1052,3.1,6.66666666667
1053,2.0,7.33333333333
1054,4.7,6.0
1055,5.8,3.66666666667
1056,7.8,2.0
1057,7.5,2.66666666667
1058,6.6,5.66666666667
1059,5.1,3.0
1060,4.9,7.33333333333
1061,4.1,3.66666666667
1062,5.4,5.66666666667
1063,6.3,3.66666666667
1064,4.2,4.66666666667
1065,3.6,6.0
1066,3.4,4.0
1067,4.0,5.33333333333
1068,3.3,7.33333333333
1069,2.8,7.66666666667
1070,2.4,7.66666666667
1071,1.9,7.0
1072,2.1,4.66666666667
1073,3.2,4.33333333333
1074,1.7,1.0
1075,1.3,0.0
1076,2.4,5.66666666667
1077,3.0,2.66666666667
1078,3.6,0.0
1079,3.0,0.75
1080,2.4,1.0
1081,2.9,1.0
1082,3.6,2.66666666667
1083,3.5,5.66666666667
1084,2.9,7.0
1085,2.6,5.33333333333
1086,3.8,6.66666666667
1087,4.2,4.66666666667
1088,6.1,7.66666666667
1089,6.8,9.33333333333
1090,5.0,9.66666666667
1091,6.9,8.0
1092,6.3,5.66666666667
1093,4.8,5.33333333333
1094,4.3,4.66666666667
1095,3.7,4.33333333333
1096,3.0,5.33333333333
1097,0.6,5.33333333333
1098,1.2,5.66666666667
1099,1.9,6.66666666667
1100,1.5,3.66666666667
1101,2.1,1.0
1102,4.2,1.0
1103,3.5,5.625
1104,3.7,5.66666666667
1105,4.7,7.33333333333
1106,5.4,8.0
1107,4.4,7.66666666667
1108,6.6,7.33333333333
1109,5.7,8.0
1110,6.1,8.0
1111,5.9,8.33333333333
1112,7.1,8.66666666667
1113,6.9,8.33333333333
1114,6.2,8.66666666667
1115,4.6,8.66666666667
1116,3.9,6.33333333333
1117,2.9,7.33333333333
1118,3.2,7.33333333333
1119,3.1,7.66666666667
1120,2.9,7.0
1121,1.4,2.66666666667
1122,1.0,2.0
1123,0.5,1.0
1124,0.6,0.0
1125,0.1,0.0
1126,0.1,0.0
1127,0.0,0.0
1128,0.0,1.0
1129,0.0,1.66666666667
1130,0.0,0.0
1131,0.6,2.66666666667
1132,1.2,4.0
1133,2.0,4.33333333333
1134,2.0,6.66666666667
1135,2.7,8.0
1136,3.6,7.33333333333
1137,3.5,8.33333333333
1138,1.6,10.0
1139,2.8,11.6666666667
1140,2.6,6.0
1141,2.8,6.0
1142,3.7,7.0
1143,2.6,6.66666666667
1144,3.1,8.33333333333
1145,5.9,6.33333333333
1146,7.1,6.0
1147,4.7,5.33333333333
1148,5.4,3.66666666667
1149,4.3,4.33333333333
1150,3.6,2.0
1151,2.6,0.0
1152,1.2,0.0
1153,0.5,0.0
1154,0.0,0.0
1155,0.0,2.0
1156,0.0,1.0
1157,0.0,4.0
1158,0.0,6.66666666667
1159,1.6,8.66666666667
1160,4.3,8.33333333333
1161,5.9,9.66666666667
1162,3.1,13.0
1163,3.2,14.3333333333
1164,4.2,17.3333333333
1165,5.1,16.6666666667
1166,7.1,19.3333333333
1167,7.7,15.3333333333
1168,8.2,16.6666666667
1169,8.4,13.0
1170,8.2,12.3333333333
1171,8.7,16.0
1172,8.5,11.6666666667
1173,8.5,14.0
1174,8.5,15.3333333333
1175,8.5,14.625
1176,8.5,12.3333333333
1177,8.5,10.6666666667
1178,8.0,7.66666666667
1179,6.1,8.33333333333
1180,5.5,8.66666666667
1181,3.4,10.0
1182,3.6,8.66666666667
1183,4.3,14.0
1184,5.1,14.0
1185,6.6,10.6666666667
1186,8.4,11.0
1187,8.6,8.66666666667
1188,8.5,12.3333333333
1189,8.5,12.3333333333
1190,8.5,14.0
1191,8.5,11.0
1192,8.5,11.0
1193,8.5,14.6666666667
1194,8.6,15.0
1195,7.6,19.6666666667
1196,7.9,22.0
1197,8.6,18.6666666667
1198,8.5,15.6666666667
1199,8.5,14.125
1200,8.6,12.3333333333
1201,8.5,16.0
1202,8.5,16.3333333333
1203,8.2,8.66666666667
1204,8.6,14.3333333333
1205,8.3,13.0
1206,8.4,11.3333333333
1207,8.4,12.3333333333
1208,7.3,15.0
1209,7.5,16.6666666667
1210,8.3,18.0
1211,8.3,20.6666666667
1212,8.4,22.0
1213,8.4,6.0
1214,7.4,0.0
1215,3.7,2.66666666667
1216,0.3,10.0
1217,2.6,11.3333333333
1218,6.1,8.66666666667
1219,5.3,8.0
1220,2.7,8.0
1221,4.6,9.0
1222,3.6,8.0
1223,3.3,8.0
1224,2.2,7.0
1225,1.2,7.66666666667
1226,1.2,6.66666666667
1227,0.6,8.33333333333
1228,0.8,7.66666666667
1229,0.9,5.66666666667
1230,0.8,5.66666666667
1231,0.5,6.0
1232,0.4,5.66666666667
1233,0.5,6.33333333333
1234,0.4,8.0
1235,0.5,8.66666666667
1236,0.6,9.0
1237,0.4,8.66666666667
1238,0.5,11.0
1239,0.6,11.3333333333
1240,0.8,9.0
1241,1.3,9.66666666667
1242,1.3,8.66666666667
1243,1.3,8.66666666667
1244,0.9,11.0
1245,1.0,10.0
1246,1.5,11.6666666667
1247,1.8,13.5
1248,3.5,10.6666666667
1249,4.1,12.0
1250,3.2,13.0
1251,3.3,12.3333333333
1252,4.6,9.66666666667
1253,4.4,8.66666666667
1254,3.7,8.66666666667
1255,3.8,8.66666666667
1256,4.4,12.6666666667
1257,5.0,14.3333333333
1258,5.4,13.0
1259,5.3,12.0
1260,6.5,12.6666666667
1261,5.6,12.6666666667
1262,2.8,14.6666666667
1263,3.0,8.66666666667
1264,4.0,5.33333333333
1265,2.2,5.66666666667
1266,0.1,6.66666666667
1267,0.8,9.66666666667
1268,1.9,8.66666666667
1269,4.1,7.66666666667
1270,2.7,6.0
1271,2.0,7.25
1272,1.7,4.66666666667
1273,2.4,5.66666666667
1274,1.8,6.33333333333
1275,1.6,2.66666666667
1276,2.4,1.0
1277,0.6,3.66666666667
1278,1.7,6.0
1279,4.4,7.33333333333
1280,5.0,8.66666666667
1281,5.3,8.33333333333
1282,5.4,7.33333333333
1283,5.7,6.33333333333
1284,4.0,5.0
1285,2.1,6.33333333333
1286,1.7,5.66666666667
1287,1.5,4.0
1288,1.3,3.0
1289,0.9,1.0
1290,0.4,2.0
1291,0.3,0.0
1292,0.1,0.0
1293,0.0,0.0
1294,0.0,0.0
1295,0.0,3.25
1296,0.0,2.66666666667
1297,0.1,3.66666666667
1298,0.7,9.33333333333
1299,1.5,10.0
1300,4.3,11.0
1301,3.3,9.0
1302,4.6,8.33333333333
1303,2.9,12.0
1304,2.4,13.6666666667
1305,4.5,11.0
1306,6.0,8.33333333333
1307,3.8,10.6666666667
1308,2.7,9.33333333333
1309,3.4,9.66666666667
1310,3.0,11.3333333333
1311,2.5,7.33333333333
1312,4.9,11.3333333333
1313,5.8,14.3333333333
1314,7.2,12.6666666667
1315,8.5,11.6666666667
1316,8.6,10.3333333333
1317,8.2,11.0
1318,7.2,14.6666666667
1319,6.9,13.5
1320,8.6,13.0
1321,8.3,11.6666666667
1322,8.3,9.33333333333
1323,8.5,7.33333333333
1324,8.3,8.33333333333
1325,8.2,6.0
1326,7.2,5.66666666667
1327,6.0,6.0
1328,5.9,7.66666666667
1329,5.4,8.33333333333
1330,4.5,7.33333333333
1331,3.7,7.33333333333
1332,3.6,6.33333333333
1333,2.9,8.0
1334,3.1,6.33333333333
1335,4.0,6.66666666667
1336,3.8,8.33333333333
1337,4.7,1.66666666667
1338,4.7,0.0
1339,2.7,0.0
1340,2.5,0.0
1341,2.3,0.0
1342,1.3,0.0
1343,0.9,0.0
1344,0.9,0.0
1345,1.4,0.0
1346,2.0,0.0
1347,2.1,1.0
1348,1.9,1.0
1349,1.2,0.0
1350,0.3,1.66666666667
1351,1.9,5.0
1352,3.8,5.66666666667
1353,3.8,7.66666666667
1354,4.4,10.0
1355,3.1,8.66666666667
1356,1.9,7.33333333333
1357,2.7,8.0
1358,2.5,7.66666666667
1359,2.5,4.66666666667
1360,2.4,6.0
1361,2.0,4.66666666667
1362,1.5,5.66666666667
1363,1.3,5.33333333333
1364,1.8,4.33333333333
1365,4.2,4.33333333333
1366,6.2,6.66666666667
1367,7.0,7.0
1368,7.9,5.66666666667
1369,4.7,7.33333333333
1370,5.0,6.0
1371,5.4,5.66666666667
1372,6.0,7.33333333333
1373,3.4,10.0
1374,4.4,9.66666666667
1375,4.4,8.66666666667
1376,6.6,10.6666666667
1377,7.1,8.0
1378,6.7,10.6666666667
1379,4.8,13.3333333333
1380,5.5,14.3333333333
1381,6.1,15.0
1382,6.8,19.0
1383,7.4,19.6666666667
1384,8.0,17.3333333333
1385,8.3,16.0
1386,8.7,16.0
1387,8.5,16.6666666667
1388,8.5,17.0
1389,8.5,14.3333333333
1390,8.5,14.3333333333
1391,8.3,9.33333333333
1392,8.0,7.66666666667
1393,8.2,3.0
1394,5.3,5.33333333333
1395,5.1,1.66666666667
1396,4.9,0.0
1397,3.4,0.0
1398,2.7,1.0
1399,2.3,0.0
1400,2.0,2.0
1401,1.6,5.66666666667
1402,1.0,7.33333333333
1403,1.0,6.66666666667
1404,0.5,6.0
1405,0.3,7.33333333333
1406,0.0,7.33333333333
1407,0.3,6.0
1408,0.5,3.33333333333
1409,0.0,2.0
1410,0.0,3.0
1411,0.0,4.33333333333
1412,0.2,3.66666666667
1413,0.3,1.66666666667
1414,0.7,5.33333333333
1415,1.2,7.125
1416,1.2,6.0
1417,1.2,7.66666666667
1418,1.6,6.33333333333
1419,2.0,6.66666666667
1420,2.2,6.0
1421,1.8,8.66666666667
1422,2.6,12.6666666667
1423,5.0,9.66666666667
1424,6.1,12.6666666667
1425,7.5,14.3333333333
1426,6.4,12.3333333333
1427,7.7,8.66666666667
1428,7.6,10.0
1429,6.7,10.3333333333
1430,6.2,7.66666666667
1431,5.0,8.0
1432,4.3,7.33333333333
1433,3.0,2.66666666667
1434,3.4,0.0
1435,2.0,2.66666666667
1436,1.5,6.0
1437,2.6,5.33333333333
1438,5.1,4.33333333333
1439,5.6,5.25
1440,4.9,4.33333333333
1441,5.1,3.66666666667
1442,3.7,5.0
1443,3.3,3.0
1444,3.4,3.0
1445,3.1,0.0
1446,2.7,1.0
1447,2.3,3.66666666667
1448,1.8,5.33333333333
1449,1.0,5.0
1450,0.0,2.0
1451,0.2,1.0
1452,0.1,2.0
1453,0.0,2.0
1454,0.0,0.0
1455,0.0,1.0
1456,0.0,2.33333333333
1457,0.0,6.0
1458,0.0,3.33333333333
1459,0.5,5.66666666667
1460,0.2,5.0
1461,0.7,6.66666666667
1462,2.5,3.66666666667
1463,3.5,6.0
1464,3.7,5.0
1465,4.6,6.33333333333
1466,3.4,4.66666666667
1467,2.6,2.0
1468,2.7,5.33333333333
1469,3.0,5.33333333333
1470,4.5,3.66666666667
1471,4.8,2.0
1472,4.3,4.0
1473,3.0,9.0
1474,2.1,9.33333333333
1475,1.9,10.0
1476,1.8,8.66666666667
1477,1.9,8.66666666667
1478,1.6,10.3333333333
1479,1.7,9.66666666667
1480,1.8,8.66666666667
1481,2.2,8.66666666667
1482,2.8,7.0
1483,2.7,6.33333333333
1484,3.8,4.66666666667
1485,4.5,5.0
1486,5.5,5.33333333333
1487,5.0,8.0
1488,4.8,8.66666666667
1489,5.7,10.0
1490,6.4,10.3333333333
1491,6.4,9.66666666667
1492,4.8,10.3333333333
1493,5.5,7.66666666667
1494,4.6,7.33333333333
1495,7.1,10.0
1496,6.9,13.6666666667
1497,6.9,11.6666666667
1498,6.5,10.6666666667
1499,5.0,9.33333333333
1500,3.1,10.3333333333
1501,2.4,11.3333333333
1502,3.2,12.6666666667
1503,4.1,11.0
1504,4.9,9.66666666667
1505,5.0,9.66666666667
1506,5.7,10.0
1507,6.4,9.66666666667
1508,7.5,12.6666666667
1509,7.4,13.3333333333
1510,7.0,9.66666666667
1511,7.9,11.6666666667
1512,8.2,17.6666666667
1513,8.5,18.0
1514,8.4,14.6666666667
1515,7.9,11.3333333333
1516,8.4,6.66666666667
1517,8.3,9.33333333333
1518,2.7,14.0
1519,2.9,15.3333333333
1520,5.6,16.6666666667
1521,7.4,11.6666666667
1522,7.8,15.0
1523,8.1,15.6666666667
1524,8.6,16.6666666667
1525,8.5,12.3333333333
1526,8.4,15.3333333333
1527,8.6,15.6666666667
1528,8.5,13.0
1529,8.5,8.33333333333
1530,7.5,8.66666666667
1531,5.2,9.33333333333
1532,4.9,5.33333333333
1533,7.9,1.0
1534,4.4,0.0
1535,2.5,2.5
1536,0.2,2.66666666667
1537,0.1,5.0
1538,0.0,6.66666666667
1539,2.0,8.33333333333
1540,3.9,7.33333333333
1541,5.0,9.33333333333
1542,5.7,4.66666666667
1543,6.7,2.0
1544,6.6,5.66666666667
1545,5.3,6.66666666667
1546,4.6,8.0
1547,5.7,10.6666666667
1548,3.9,7.66666666667
1549,5.4,6.66666666667
1550,4.9,6.33333333333
1551,4.5,8.33333333333
1552,3.4,6.66666666667
1553,4.2,8.33333333333
1554,2.8,4.66666666667
1555,3.2,5.33333333333
1556,1.9,6.0
1557,1.9,5.0
1558,2.2,7.0
1559,3.0,7.25
1560,4.5,8.0
1561,4.7,7.66666666667
1562,5.8,8.33333333333
1563,5.4,7.0
1564,6.0,6.0
1565,4.0,6.66666666667
1566,3.7,7.66666666667
1567,3.9,8.33333333333
1568,6.3,8.66666666667
1569,6.6,10.6666666667
1570,6.5,9.33333333333
1571,5.0,8.33333333333
1572,5.6,9.0
1573,7.2,9.33333333333
1574,7.2,7.66666666667
1575,6.7,9.0
1576,7.1,8.66666666667
1577,6.2,8.0
1578,5.7,5.66666666667
1579,4.4,3.66666666667
1580,4.1,8.0
1581,4.4,7.0
1582,5.7,6.0
1583,5.8,4.75
1584,4.4,6.33333333333
1585,3.4,6.33333333333
1586,4.2,7.66666666667
1587,3.8,8.33333333333
1588,4.4,8.0
1589,6.1,5.33333333333
1590,4.7,6.0
1591,4.5,7.33333333333
1592,4.2,8.66666666667
1593,3.4,10.3333333333
1594,2.3,8.66666666667
1595,2.9,8.66666666667
1596,3.2,9.0
1597,4.0,9.0
1598,4.3,8.66666666667
1599,4.9,9.0
1600,4.8,6.66666666667
1601,4.6,5.33333333333
1602,3.7,3.66666666667
1603,2.8,1.0
1604,2.2,0.0
1605,1.3,0.0
1606,0.7,0.0
1607,0.6,0.0
1608,0.2,0.0
1609,0.1,0.0
1610,0.2,0.0
1611,0.1,0.0
1612,0.0,0.0
1613,0.0,0.0
1614,0.1,0.0
1615,0.0,0.0
1616,0.0,0.0
1617,0.0,2.66666666667
1618,0.0,0.0
1619,0.0,1.0
1620,0.0,1.0
1621,0.0,4.33333333333
1622,0.0,4.33333333333
1623,0.0,5.66666666667
1624,0.0,6.33333333333
1625,0.0,4.66666666667
1626,0.0,5.66666666667
1627,0.0,7.0
1628,0.0,6.33333333333
1629,0.2,7.0
1630,1.1,7.0
1631,1.5,7.0
1632,3.4,6.0
1633,3.6,5.0
1634,4.3,0.0
1635,4.1,2.0
1636,3.0,6.33333333333
1637,3.3,7.0
1638,3.9,9.0
1639,3.4,7.33333333333
1640,4.5,10.3333333333
1641,4.3,9.66666666667
1642,3.7,9.33333333333
1643,2.5,11.0
1644,2.0,10.0
1645,1.8,8.66666666667
1646,1.8,8.0
1647,1.3,10.0
1648,0.8,9.33333333333
1649,1.5,9.33333333333
1650,1.4,9.0
1651,2.5,8.33333333333
1652,4.4,7.0
1653,3.6,7.66666666667
1654,3.0,8.0
1655,2.6,9.66666666667
1656,2.7,8.66666666667
1657,3.0,10.0
1658,3.3,8.66666666667
1659,3.5,8.33333333333
1660,2.2,9.0
1661,2.3,9.33333333333
1662,2.6,9.0
1663,2.4,10.0
1664,2.3,8.66666666667
1665,1.9,11.6666666667
1666,1.1,11.3333333333
1667,1.2,14.0
1668,1.6,14.3333333333
1669,2.9,14.6666666667
1670,3.7,12.0
1671,3.7,13.0
1672,2.6,11.6666666667
1673,3.3,10.6666666667
1674,5.5,4.0
1675,4.4,5.33333333333
1676,3.5,3.0
1677,2.5,4.33333333333
1678,1.2,1.0
1679,0.3,0.0
1680,0.0,2.0
1681,0.3,1.0
1682,1.0,3.0
1683,3.0,4.33333333333
1684,1.9,6.0
1685,2.9,6.33333333333
1686,3.0,7.33333333333
1687,4.8,8.66666666667
1688,4.5,9.0
1689,5.6,9.0
1690,5.2,9.33333333333
1691,4.1,8.33333333333
1692,3.4,11.0
1693,2.7,10.0
1694,3.6,7.33333333333
1695,4.9,10.3333333333
1696,6.1,8.66666666667
1697,6.2,8.33333333333
1698,6.9,8.0
1699,5.7,5.33333333333
1700,4.9,7.0
1701,6.0,5.0
1702,6.1,3.66666666667
1703,4.0,3.66666666667
1704,4.4,4.33333333333
1705,4.0,4.33333333333
1706,3.3,3.0
1707,3.4,4.33333333333
1708,3.6,1.0
1709,3.6,3.0
1710,3.0,3.66666666667
1711,2.4,4.33333333333
1712,1.8,5.33333333333
1713,1.2,6.0
1714,0.5,7.33333333333
1715,1.0,9.66666666667
1716,2.6,11.3333333333
1717,4.6,11.0
1718,6.7,9.33333333333
1719,6.6,12.6666666667
1720,7.1,12.3333333333
1721,7.7,11.6666666667
1722,8.2,7.66666666667
1723,6.8,7.66666666667
1724,4.0,6.33333333333
1725,2.9,4.33333333333
1726,1.7,6.33333333333
1727,0.6,5.0
1728,0.8,4.33333333333
1729,0.8,0.0
1730,0.6,0.0
1731,0.1,0.0
1732,0.1,0.0
1733,0.0,1.0
1734,0.0,0.0
1735,0.7,3.66666666667
1736,1.1,5.0
1737,0.9,5.33333333333
1738,0.5,6.33333333333
1739,0.9,6.0
1740,1.5,8.0
1741,3.1,7.66666666667
1742,4.4,8.33333333333
1743,5.2,12.0
1744,7.5,9.33333333333
1745,8.3,7.33333333333
1746,8.2,4.66666666667
1747,6.7,3.66666666667
1748,6.8,5.66666666667
1749,7.2,5.33333333333
1750,7.0,7.66666666667
1751,7.2,3.66666666667
1752,5.4,3.66666666667
1753,6.1,3.0
1754,6.2,0.0
1755,2.9,0.0
1756,1.9,3.0
1757,1.8,2.0
1758,1.1,2.66666666667
1759,0.9,3.0
1760,1.3,4.33333333333
1761,0.7,1.0
1762,0.1,1.0
1763,0.0,3.33333333333
1764,0.0,3.33333333333
1765,0.0,4.33333333333
1766,0.0,6.66666666667
1767,0.0,3.66666666667
1768,0.1,4.0
1769,0.5,1.0
1770,0.2,2.0
1771,0.1,5.33333333333
1772,1.0,7.66666666667
1773,3.9,6.0
1774,4.9,8.0
1775,5.5,14.0
1776,5.0,6.66666666667
1777,6.2,7.0
1778,7.4,9.0
1779,4.4,10.3333333333
1780,3.8,8.66666666667
1781,4.0,12.0
1782,3.5,12.6666666667
1783,6.6,15.0
1784,7.4,16.0
1785,6.7,17.0
1786,7.3,16.0
1787,7.5,15.3333333333
1788,7.9,15.3333333333
1789,7.3,16.3333333333
1790,7.4,15.3333333333
1791,7.5,20.3333333333
1792,6.7,17.0
1793,8.0,16.0
1794,7.2,11.3333333333
1795,5.1,10.0
1796,5.6,4.66666666667
1797,4.5,7.66666666667
1798,3.7,12.0
1799,2.5,12.75
1800,4.1,12.3333333333
1801,5.7,10.3333333333
1802,6.0,9.66666666667
1803,6.7,9.0
1804,6.1,9.33333333333
1805,5.6,9.66666666667
1806,5.4,11.0
1807,3.5,11.6666666667
1808,4.2,10.3333333333
1809,3.4,8.0
1810,2.3,8.0
1811,1.9,10.0
1812,2.6,9.33333333333
1813,2.4,10.3333333333
1814,3.4,7.0
1815,2.6,5.66666666667
1816,0.8,6.0
1817,0.4,5.33333333333
1818,0.1,6.66666666667
1819,0.1,4.66666666667
1820,0.3,0.0
1821,1.2,1.0
1822,1.4,0.0
1823,0.8,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,1.66666666667
1831,0.0,1.0
1832,0.0,0.0
1833,0.0,3.66666666667
1834,0.3,5.0
1835,0.1,5.33333333333
1836,0.1,6.0
1837,0.0,6.0
1838,0.0,5.66666666667
1839,0.1,6.0
1840,0.0,4.0
1841,0.0,2.66666666667
1842,0.0,5.0
1843,0.1,6.66666666667
1844,0.4,5.66666666667
1845,1.8,4.66666666667
1846,2.4,5.66666666667
1847,2.5,5.75
1848,2.9,4.33333333333
1849,3.0,1.66666666667
1850,4.0,5.0
1851,4.3,5.0
1852,3.9,7.33333333333
1853,4.9,10.6666666667
1854,5.1,11.3333333333
1855,5.8,12.6666666667
1856,6.3,14.3333333333
